Transaction_ID,Customer_ID,Option_ID,Option_Name,Purchase_Date,Price,Dealer_ID
20414,10354,OPT004,Wireless Phone Charging,2024-11-25,915,1030
20415,10323,OPT003,Leather Upholstery,2024-09-15,1159,1005
20416,10028,OPT007,Wireless Phone Charging,2024-12-22,2535,1012
20417,10271,OPT003,Harman Kardon System,2024-08-19,1911,1006
20418,10698,OPT003,4-Zone Climate Control,2024-11-06,3298,1049
20419,10374,OPT003,All-Wheel Drive,2024-08-05,1931,1038
20420,10907,OPT004,4-Zone Climate Control,2024-01-10,825,1048
20421,10859,OPT002,4-Zone Climate Control,2024-07-05,2347,1023
20422,10341,OPT008,Harman Kardon System,2024-05-01,2728,1024
20423,10607,OPT009,Panoramic Sunroof,2024-01-29,1755,1003
20424,10853,OPT009,Wireless Phone Charging,2024-09-26,3142,1016
20425,10786,OPT006,4-Zone Climate Control,2024-04-26,3020,1004
20426,10852,OPT004,Premium Sound System,2024-11-16,1803,1018
20427,10167,OPT001,Navigation System,2024-04-09,2609,1047
20428,10159,OPT003,Harman Kardon System,2024-02-07,1262,1047
20429,10710,OPT008,Wireless Phone Charging,2024-07-11,3097,1013
20430,10567,OPT008,Leather Upholstery,2024-04-18,3402,1004
20431,10071,OPT006,Navigation System,2024-01-14,2202,1031
20432,10740,OPT005,Parking Assist Plus,2024-10-17,1045,1010
20433,10849,OPT003,All-Wheel Drive,2024-06-06,2150,1018
20434,10595,OPT007,Navigation System,2024-09-09,2502,1042
20435,10249,OPT008,Navigation System,2024-10-12,1331,1032
20436,10381,OPT010,Parking Assist Plus,2024-03-27,1105,1041
20437,10862,OPT007,Parking Assist Plus,2024-08-06,3288,1042
20438,10933,OPT007,Leather Upholstery,2024-07-25,2898,1042
20439,10392,OPT008,Parking Assist Plus,2024-01-11,1307,1022
20440,10354,OPT003,All-Wheel Drive,2024-05-22,1477,1001
20441,10558,OPT002,Wireless Phone Charging,2024-10-04,1314,1014
20442,10898,OPT006,Panoramic Sunroof,2024-10-28,3493,1041
20443,10231,OPT009,Premium Sound System,2024-05-18,1096,1007
20444,10057,OPT006,Harman Kardon System,2024-05-17,1253,1049
20445,10449,OPT002,4-Zone Climate Control,2024-01-27,3304,1006
20446,10991,OPT001,Leather Upholstery,2024-04-16,3291,1036
20447,10597,OPT009,Adaptive LED Headlights,2024-07-02,2434,1045
20448,10915,OPT009,Leather Upholstery,2024-05-01,2240,1023
20449,10375,OPT006,Navigation System,2024-07-13,2415,1042
20450,10827,OPT009,Panoramic Sunroof,2024-02-08,1644,1028
20451,10459,OPT010,Harman Kardon System,2024-10-06,3269,1024
20452,10993,OPT001,Parking Assist Plus,2024-10-26,1603,1035
20453,10582,OPT010,Parking Assist Plus,2024-06-02,1706,1025
20454,10031,OPT005,Harman Kardon System,2024-11-18,1131,1040
20455,10430,OPT006,Parking Assist Plus,2024-03-21,2373,1036
20456,10420,OPT003,Parking Assist Plus,2024-11-17,2800,1030
20457,10495,OPT010,Adaptive LED Headlights,2024-11-12,2835,1036
20458,10054,OPT001,Panoramic Sunroof,2024-01-04,2702,1027
20459,10089,OPT007,Leather Upholstery,2024-05-29,3418,1044
20460,10180,OPT005,Panoramic Sunroof,2024-02-24,2524,1031
20461,10847,OPT008,Leather Upholstery,2024-03-06,2471,1042
20462,10711,OPT010,Parking Assist Plus,2024-02-12,2184,1036
20463,10227,OPT003,All-Wheel Drive,2024-12-03,3154,1046
20464,10568,OPT008,Premium Sound System,2024-11-10,2465,1002
20465,10394,OPT007,Navigation System,2024-07-22,2207,1043
20466,10017,OPT002,Panoramic Sunroof,2024-07-25,1003,1016
20467,10544,OPT007,Navigation System,2024-06-10,2433,1016
20468,10930,OPT008,Harman Kardon System,2024-11-19,1994,1007
20469,10274,OPT004,Panoramic Sunroof,2024-05-04,3164,1011
20470,10107,OPT004,Panoramic Sunroof,2024-08-13,1161,1028
20471,10432,OPT003,Wireless Phone Charging,2024-12-12,2229,1024
20472,10322,OPT006,Panoramic Sunroof,2024-09-26,2819,1036
20473,10105,OPT003,Leather Upholstery,2024-11-16,1237,1019
20474,10225,OPT010,Navigation System,2024-08-13,2183,1046
20475,10925,OPT002,4-Zone Climate Control,2024-12-20,2280,1018
20476,10531,OPT007,4-Zone Climate Control,2024-11-21,914,1033
20477,10352,OPT006,4-Zone Climate Control,2024-08-29,2486,1026
20478,10509,OPT005,Navigation System,2024-06-14,2872,1034
20479,10268,OPT006,Parking Assist Plus,2024-09-08,2108,1044
20480,10733,OPT006,Harman Kardon System,2024-05-12,1580,1042
20481,10399,OPT002,Premium Sound System,2024-09-14,1654,1043
20482,10909,OPT004,Navigation System,2024-03-29,3050,1050
20483,10240,OPT010,Parking Assist Plus,2024-11-10,2836,1045
20484,10742,OPT006,Adaptive LED Headlights,2024-02-12,2414,1045
20485,10791,OPT008,Leather Upholstery,2024-06-10,1455,1045
20486,10435,OPT009,Navigation System,2024-08-19,2775,1046
20487,10709,OPT001,Navigation System,2024-10-21,840,1048
20488,10466,OPT002,All-Wheel Drive,2024-09-13,916,1050
20489,10019,OPT002,4-Zone Climate Control,2024-04-16,2274,1041
20490,10394,OPT002,Harman Kardon System,2024-09-07,1138,1042
20491,10440,OPT004,4-Zone Climate Control,2024-04-30,3466,1003
20492,10023,OPT001,Harman Kardon System,2024-06-02,1418,1018
20493,10252,OPT006,Parking Assist Plus,2024-06-11,1411,1048
20494,10445,OPT008,All-Wheel Drive,2024-11-09,2527,1030
20495,10157,OPT007,All-Wheel Drive,2024-09-12,1851,1018
20496,10937,OPT006,Premium Sound System,2024-07-27,3434,1001
20497,10849,OPT004,4-Zone Climate Control,2024-02-15,1115,1009
20498,10941,OPT001,Adaptive LED Headlights,2024-05-15,2021,1006
20499,10605,OPT005,Parking Assist Plus,2024-04-14,3152,1019
20500,10529,OPT006,Adaptive LED Headlights,2024-10-31,2479,1021
20501,10524,OPT008,Premium Sound System,2024-10-30,2089,1015
20502,10644,OPT010,4-Zone Climate Control,2024-03-02,3358,1038
20503,10644,OPT009,Parking Assist Plus,2024-04-08,2107,1037
20504,10047,OPT009,Premium Sound System,2024-07-13,1817,1044
20505,10432,OPT005,All-Wheel Drive,2024-01-28,3182,1014
20506,10558,OPT007,Wireless Phone Charging,2024-07-27,2784,1049
20507,10058,OPT008,Panoramic Sunroof,2024-12-10,1837,1039
20508,10377,OPT003,Panoramic Sunroof,2024-05-24,1214,1010
20509,10838,OPT007,Parking Assist Plus,2024-12-23,2399,1030
20510,10674,OPT002,Wireless Phone Charging,2024-11-14,3408,1027
20511,10058,OPT007,Harman Kardon System,2024-12-06,2354,1039
20512,10151,OPT007,Premium Sound System,2024-12-05,1723,1015
20513,10400,OPT001,Harman Kardon System,2024-08-18,2314,1049
20514,10899,OPT005,Premium Sound System,2024-03-27,2717,1026
20515,10282,OPT007,All-Wheel Drive,2024-02-16,2411,1032
20516,10938,OPT006,Panoramic Sunroof,2024-07-30,2483,1043
20517,10392,OPT002,Panoramic Sunroof,2024-03-27,2373,1028
20518,10589,OPT008,Premium Sound System,2024-02-19,1656,1049
20519,10406,OPT003,Leather Upholstery,2024-07-17,2667,1036
20520,10152,OPT010,Premium Sound System,2024-05-07,1956,1016
20521,10139,OPT006,Adaptive LED Headlights,2024-04-21,1993,1023
20522,10631,OPT002,Panoramic Sunroof,2024-05-17,2417,1044
20523,10648,OPT010,Adaptive LED Headlights,2024-02-28,2963,1024
20524,10131,OPT006,Premium Sound System,2024-07-19,1091,1022
20525,10991,OPT007,Premium Sound System,2024-08-03,2459,1009
20526,10366,OPT010,Premium Sound System,2024-01-27,2500,1007
20527,10918,OPT004,Premium Sound System,2024-10-05,2763,1042
20528,10985,OPT001,Adaptive LED Headlights,2024-09-03,3471,1015
20529,10864,OPT009,Leather Upholstery,2024-07-01,2062,1007
20530,10740,OPT005,Premium Sound System,2024-09-27,2736,1034
20531,10236,OPT003,Harman Kardon System,2024-07-24,982,1005
20532,10030,OPT004,Harman Kardon System,2024-03-14,823,1028
20533,10022,OPT003,Adaptive LED Headlights,2024-01-03,3359,1006
20534,10672,OPT002,Wireless Phone Charging,2024-12-30,1370,1027
20535,10713,OPT007,Adaptive LED Headlights,2024-05-18,2925,1016
20536,10010,OPT004,All-Wheel Drive,2024-02-03,3439,1014
20537,10565,OPT002,All-Wheel Drive,2024-12-23,2470,1045
20538,10098,OPT001,Harman Kardon System,2024-10-17,2064,1028
20539,10352,OPT008,All-Wheel Drive,2024-05-30,2767,1050
20540,10143,OPT007,Premium Sound System,2024-09-18,3359,1033
20541,10062,OPT007,Harman Kardon System,2024-01-31,1992,1010
20542,10308,OPT009,Adaptive LED Headlights,2024-06-09,3238,1004
20543,10935,OPT010,Navigation System,2024-09-16,1827,1036
20544,10923,OPT006,Navigation System,2024-09-29,2687,1006
20545,10694,OPT001,Wireless Phone Charging,2024-06-29,2020,1047
20546,10970,OPT008,All-Wheel Drive,2024-05-14,1963,1030
20547,10665,OPT001,Navigation System,2024-11-05,3121,1027
20548,10840,OPT006,All-Wheel Drive,2024-12-26,1817,1005
20549,10583,OPT006,Leather Upholstery,2024-09-02,2802,1045
20550,10865,OPT001,Navigation System,2024-06-22,3095,1044
20551,10882,OPT009,Wireless Phone Charging,2024-01-30,2125,1028
20552,10873,OPT004,Parking Assist Plus,2024-11-12,2220,1025
20553,10234,OPT008,Harman Kardon System,2024-05-05,3420,1044
20554,10190,OPT009,All-Wheel Drive,2024-02-28,1496,1031
20555,10492,OPT009,Navigation System,2024-08-24,1857,1020
20556,10647,OPT001,Parking Assist Plus,2024-08-14,2844,1029
20557,10628,OPT005,Adaptive LED Headlights,2024-10-19,2877,1009
20558,10298,OPT010,4-Zone Climate Control,2024-12-14,3295,1004
20559,10302,OPT001,Leather Upholstery,2024-03-17,2456,1003
20560,10549,OPT003,Adaptive LED Headlights,2024-09-29,1265,1018
20561,10889,OPT007,Wireless Phone Charging,2024-06-26,2152,1029
20562,10947,OPT010,Premium Sound System,2024-05-03,2840,1045
20563,10415,OPT004,Harman Kardon System,2024-02-29,2063,1020
20564,10400,OPT002,All-Wheel Drive,2024-06-18,2642,1024
20565,10875,OPT002,Parking Assist Plus,2024-05-26,1116,1042
20566,10606,OPT010,Adaptive LED Headlights,2024-11-18,1111,1040
20567,10765,OPT006,4-Zone Climate Control,2024-05-08,1235,1024
20568,10358,OPT002,Adaptive LED Headlights,2024-09-08,934,1011
20569,10523,OPT004,4-Zone Climate Control,2024-11-14,879,1005
20570,10344,OPT007,Parking Assist Plus,2024-08-16,1792,1020
20571,10502,OPT006,Parking Assist Plus,2024-07-07,1844,1037
20572,10246,OPT006,Adaptive LED Headlights,2024-10-20,3079,1006
20573,10800,OPT005,Adaptive LED Headlights,2024-06-25,2548,1038
20574,10614,OPT006,Adaptive LED Headlights,2024-10-13,1075,1047
20575,10659,OPT002,Wireless Phone Charging,2024-06-15,1402,1008
20576,10365,OPT006,Harman Kardon System,2024-01-17,1017,1037
20577,10852,OPT010,Adaptive LED Headlights,2024-07-28,1469,1030
20578,10665,OPT008,All-Wheel Drive,2024-12-23,1986,1037
20579,10327,OPT007,All-Wheel Drive,2024-12-18,982,1007
20580,10646,OPT006,Premium Sound System,2024-07-29,850,1019
20581,10377,OPT006,Premium Sound System,2024-02-20,953,1006
20582,10788,OPT007,Navigation System,2024-05-13,3067,1035
20583,10971,OPT008,Parking Assist Plus,2024-06-25,2962,1024
20584,10149,OPT001,4-Zone Climate Control,2024-11-22,1892,1029
20585,10016,OPT006,All-Wheel Drive,2024-09-14,3064,1031
20586,10114,OPT002,Premium Sound System,2024-08-24,3323,1012
20587,10931,OPT006,Harman Kardon System,2024-05-08,3357,1037
20588,10277,OPT001,4-Zone Climate Control,2024-02-27,940,1046
20589,10687,OPT001,Harman Kardon System,2024-02-20,2326,1003
20590,10178,OPT010,4-Zone Climate Control,2024-11-13,2489,1003
20591,10364,OPT007,Panoramic Sunroof,2024-06-14,2830,1030
20592,10322,OPT008,Leather Upholstery,2024-04-15,1158,1011
20593,10959,OPT002,Leather Upholstery,2024-12-28,1919,1040
20594,10768,OPT001,Panoramic Sunroof,2024-09-28,3372,1022
20595,10663,OPT004,Premium Sound System,2024-04-23,2665,1017
20596,10350,OPT009,Harman Kardon System,2024-09-22,2434,1002
20597,10094,OPT003,Harman Kardon System,2024-02-06,2843,1003
20598,10089,OPT002,Harman Kardon System,2024-09-11,2841,1022
20599,10422,OPT007,Navigation System,2024-05-09,1354,1003
20600,10681,OPT008,All-Wheel Drive,2024-04-05,1002,1050
20601,10447,OPT001,4-Zone Climate Control,2024-03-08,1915,1010
20602,10843,OPT002,Harman Kardon System,2024-11-12,1358,1003
20603,10999,OPT007,Panoramic Sunroof,2024-01-22,915,1027
20604,10912,OPT008,Adaptive LED Headlights,2024-11-03,1728,1042
20605,10642,OPT007,Harman Kardon System,2024-12-30,1752,1042
20606,10777,OPT009,Navigation System,2024-03-16,2877,1020
20607,10126,OPT004,Navigation System,2024-10-09,2675,1007
20608,10936,OPT008,Wireless Phone Charging,2024-01-02,2733,1010
20609,10306,OPT002,Premium Sound System,2024-01-16,1764,1031
20610,10997,OPT004,Harman Kardon System,2024-12-17,3056,1013
20611,10625,OPT002,Panoramic Sunroof,2024-05-03,1838,1026
20612,10428,OPT010,Adaptive LED Headlights,2024-10-04,927,1010
20613,10459,OPT006,Panoramic Sunroof,2024-07-16,3204,1007
20614,10556,OPT007,Premium Sound System,2024-11-11,1824,1023
20615,10601,OPT002,Harman Kardon System,2024-11-05,2394,1043
20616,10069,OPT002,Wireless Phone Charging,2024-11-06,933,1001
20617,10056,OPT001,Wireless Phone Charging,2024-04-23,1911,1010
20618,10108,OPT004,Harman Kardon System,2024-05-23,2903,1044
20619,10863,OPT006,Leather Upholstery,2024-11-02,1438,1046
20620,10633,OPT005,Adaptive LED Headlights,2024-06-14,1636,1049
20621,10562,OPT005,Parking Assist Plus,2024-10-26,3411,1009
20622,10227,OPT001,Navigation System,2024-08-26,2857,1046
20623,10359,OPT004,All-Wheel Drive,2024-10-19,1875,1048
20624,10099,OPT001,Navigation System,2024-12-22,2463,1048
20625,10928,OPT001,Leather Upholstery,2024-01-06,3220,1033
20626,10222,OPT005,All-Wheel Drive,2024-03-21,2746,1003
20627,10060,OPT002,Panoramic Sunroof,2024-08-15,3137,1037
20628,10810,OPT001,All-Wheel Drive,2024-09-13,2778,1004
20629,10615,OPT002,Premium Sound System,2024-09-13,988,1022
20630,10178,OPT007,Navigation System,2024-09-04,2277,1025
20631,10042,OPT002,Harman Kardon System,2024-06-11,1075,1044
20632,10642,OPT007,Panoramic Sunroof,2024-09-21,3386,1014
20633,10386,OPT005,4-Zone Climate Control,2024-11-11,3090,1021
20634,10880,OPT006,Panoramic Sunroof,2024-05-09,1456,1019
20635,10360,OPT008,4-Zone Climate Control,2024-08-17,2795,1025
20636,10638,OPT007,Premium Sound System,2024-12-19,3263,1024
20637,10682,OPT009,Adaptive LED Headlights,2024-03-29,2667,1026
20638,10176,OPT008,Leather Upholstery,2024-02-11,1282,1027
20639,10119,OPT009,Navigation System,2024-05-26,1238,1032
20640,10814,OPT004,Premium Sound System,2024-03-14,1663,1018
20641,10140,OPT003,Wireless Phone Charging,2024-08-12,1357,1038
20642,10718,OPT002,Parking Assist Plus,2024-09-09,3467,1005
20643,10098,OPT003,Harman Kardon System,2024-02-08,2633,1017
20644,10447,OPT010,4-Zone Climate Control,2024-04-05,3391,1019
20645,10280,OPT008,Wireless Phone Charging,2024-07-27,2839,1018
20646,10652,OPT009,Harman Kardon System,2024-03-22,1247,1016
20647,10720,OPT004,Harman Kardon System,2024-02-02,1884,1020
20648,10225,OPT008,All-Wheel Drive,2024-03-12,873,1001
20649,10341,OPT009,Leather Upholstery,2024-06-22,2281,1048
20650,10073,OPT004,4-Zone Climate Control,2024-09-07,3178,1021
20651,10742,OPT003,Navigation System,2024-11-07,1193,1046
20652,10848,OPT009,Adaptive LED Headlights,2024-11-23,3451,1003
20653,10834,OPT005,4-Zone Climate Control,2024-12-14,3362,1001
20654,10399,OPT004,Navigation System,2024-02-03,3409,1033
20655,10841,OPT003,Premium Sound System,2024-09-28,2368,1009
20656,10313,OPT008,Navigation System,2024-11-03,3057,1016
20657,10136,OPT007,4-Zone Climate Control,2024-01-03,3102,1033
20658,10722,OPT007,Adaptive LED Headlights,2024-06-06,2508,1017
20659,10882,OPT010,All-Wheel Drive,2024-07-03,2246,1014
20660,10442,OPT008,Wireless Phone Charging,2024-03-20,3149,1024
20661,10248,OPT005,Leather Upholstery,2024-08-31,2365,1050
20662,10773,OPT003,Panoramic Sunroof,2024-12-10,2385,1014
20663,10108,OPT010,Premium Sound System,2024-05-05,1907,1034
20664,10071,OPT010,Panoramic Sunroof,2024-12-19,3316,1031
20665,10434,OPT009,4-Zone Climate Control,2024-06-17,1754,1049
20666,10849,OPT001,4-Zone Climate Control,2024-10-07,1543,1023
20667,10463,OPT001,Adaptive LED Headlights,2024-11-08,814,1041
20668,10965,OPT006,Navigation System,2024-10-08,3347,1017
20669,10133,OPT001,Panoramic Sunroof,2024-08-06,3236,1037
20670,10583,OPT002,Navigation System,2024-03-06,1438,1013
20671,10298,OPT005,4-Zone Climate Control,2024-09-23,2617,1021
20672,10194,OPT008,Wireless Phone Charging,2024-06-27,2995,1017
20673,10976,OPT009,All-Wheel Drive,2024-01-05,1325,1024
20674,10499,OPT004,4-Zone Climate Control,2024-10-30,2039,1047
20675,10828,OPT009,Adaptive LED Headlights,2024-05-16,3459,1019
20676,10280,OPT004,Parking Assist Plus,2024-01-01,3475,1035
20677,10202,OPT002,All-Wheel Drive,2024-07-20,951,1001
20678,10222,OPT008,All-Wheel Drive,2024-04-08,2824,1016
20679,10213,OPT005,Navigation System,2024-02-21,2447,1007
20680,10411,OPT009,Navigation System,2024-04-21,2348,1017
20681,10745,OPT010,Parking Assist Plus,2024-09-17,1542,1033
20682,10388,OPT010,4-Zone Climate Control,2024-01-16,2820,1022
20683,10804,OPT006,All-Wheel Drive,2024-01-25,2416,1018
20684,10754,OPT010,Parking Assist Plus,2024-11-27,2392,1033
20685,10727,OPT003,Parking Assist Plus,2024-12-25,1634,1049
20686,10857,OPT010,Panoramic Sunroof,2024-09-11,2914,1045
20687,10918,OPT006,All-Wheel Drive,2024-10-02,2639,1018
20688,10384,OPT010,Navigation System,2024-07-20,1284,1029
20689,10774,OPT007,Parking Assist Plus,2024-04-17,2827,1030
20690,10823,OPT004,All-Wheel Drive,2024-10-19,1404,1032
20691,10969,OPT005,Leather Upholstery,2024-08-02,2479,1018
20692,10403,OPT002,All-Wheel Drive,2024-05-17,1613,1018
20693,10531,OPT006,Leather Upholstery,2024-10-27,3489,1044
20694,10865,OPT003,Harman Kardon System,2024-12-06,1510,1048
20695,10089,OPT006,Premium Sound System,2024-10-15,2733,1038
20696,10678,OPT004,Premium Sound System,2024-09-22,2178,1040
20697,10791,OPT009,Panoramic Sunroof,2024-12-03,1518,1025
20698,10992,OPT005,4-Zone Climate Control,2024-09-29,1516,1025
20699,10916,OPT009,All-Wheel Drive,2024-08-28,3134,1001
20700,10436,OPT005,Adaptive LED Headlights,2024-11-21,1497,1033
20701,10075,OPT005,Premium Sound System,2024-07-28,2574,1020
20702,10308,OPT004,Harman Kardon System,2024-08-28,1052,1040
20703,10220,OPT010,Parking Assist Plus,2024-07-20,1852,1046
20704,10959,OPT006,4-Zone Climate Control,2024-06-02,1791,1039
20705,10102,OPT001,Leather Upholstery,2024-08-19,2859,1036
20706,10266,OPT006,Harman Kardon System,2024-09-01,1854,1027
20707,10456,OPT003,Wireless Phone Charging,2024-01-01,2764,1050
20708,10207,OPT007,Parking Assist Plus,2024-07-13,2237,1014
20709,10116,OPT004,4-Zone Climate Control,2024-03-07,1444,1025
20710,10479,OPT008,All-Wheel Drive,2024-11-17,2491,1048
20711,10060,OPT010,Premium Sound System,2024-06-15,3012,1039
20712,10981,OPT006,Wireless Phone Charging,2024-10-15,2380,1044
20713,10385,OPT005,Panoramic Sunroof,2024-03-07,1273,1015
20714,10361,OPT007,Navigation System,2024-06-30,2883,1020
20715,10896,OPT004,Navigation System,2024-12-18,1723,1050
20716,10678,OPT001,Parking Assist Plus,2024-11-22,3279,1044
20717,10748,OPT005,Leather Upholstery,2024-06-29,944,1009
20718,10735,OPT006,Parking Assist Plus,2024-12-01,3331,1034
20719,10237,OPT003,4-Zone Climate Control,2024-09-22,1327,1028
20720,10248,OPT003,Wireless Phone Charging,2024-04-12,1918,1046
20721,10795,OPT005,Leather Upholstery,2024-03-01,2697,1047
20722,10756,OPT005,Panoramic Sunroof,2024-11-06,3191,1031
20723,10518,OPT009,Adaptive LED Headlights,2024-11-01,964,1013
20724,10025,OPT001,Panoramic Sunroof,2024-05-01,1817,1019
20725,10309,OPT004,Navigation System,2024-03-16,3463,1040
20726,10815,OPT004,Panoramic Sunroof,2024-04-02,2589,1014
20727,10263,OPT006,Leather Upholstery,2024-10-18,1621,1019
20728,10025,OPT003,4-Zone Climate Control,2024-04-18,3098,1034
20729,10715,OPT010,All-Wheel Drive,2024-01-02,1438,1046
20730,10706,OPT010,Panoramic Sunroof,2024-10-22,3417,1048
20731,10590,OPT010,Panoramic Sunroof,2024-03-02,2603,1032
20732,10049,OPT008,Leather Upholstery,2024-06-27,2404,1047
20733,10928,OPT001,Panoramic Sunroof,2024-02-29,3149,1004
20734,10761,OPT009,Panoramic Sunroof,2024-09-25,2187,1048
20735,10100,OPT002,Harman Kardon System,2024-04-22,2944,1036
20736,10337,OPT007,Premium Sound System,2024-10-30,1159,1027
20737,10124,OPT008,All-Wheel Drive,2024-05-21,2687,1011
20738,10422,OPT007,Parking Assist Plus,2024-05-29,3132,1018
20739,10386,OPT006,Premium Sound System,2024-09-15,2300,1008
20740,10011,OPT004,Parking Assist Plus,2024-03-28,1839,1017
20741,10756,OPT010,Navigation System,2024-07-17,1276,1036
20742,10024,OPT008,Parking Assist Plus,2024-08-25,2869,1050
20743,10559,OPT007,All-Wheel Drive,2024-08-24,1515,1019
20744,10531,OPT004,Premium Sound System,2024-10-11,1908,1035
20745,10490,OPT005,Harman Kardon System,2024-06-17,1272,1010
20746,10358,OPT006,Adaptive LED Headlights,2024-11-13,2281,1009
20747,10532,OPT005,Adaptive LED Headlights,2024-06-13,1031,1008
20748,10238,OPT008,Navigation System,2024-12-16,3466,1016
20749,10284,OPT006,All-Wheel Drive,2024-05-30,2043,1024
20750,10315,OPT008,Harman Kardon System,2024-04-23,1984,1047
20751,10610,OPT006,Premium Sound System,2024-02-11,3150,1010
20752,10563,OPT006,Wireless Phone Charging,2024-03-15,2837,1034
20753,10661,OPT006,Parking Assist Plus,2024-10-03,1056,1005
20754,10757,OPT006,Harman Kardon System,2024-09-25,1972,1006
20755,10148,OPT008,Parking Assist Plus,2024-06-26,1407,1011
20756,10856,OPT008,Parking Assist Plus,2024-02-04,1592,1049
20757,10355,OPT003,Parking Assist Plus,2024-10-13,2326,1050
20758,10087,OPT001,All-Wheel Drive,2024-05-17,1447,1042
20759,10381,OPT010,Premium Sound System,2024-01-19,2663,1001
20760,10176,OPT009,Wireless Phone Charging,2024-03-24,1021,1005
20761,10451,OPT001,All-Wheel Drive,2024-11-20,3370,1038
20762,10708,OPT007,Adaptive LED Headlights,2024-12-24,1836,1027
20763,10257,OPT002,Premium Sound System,2024-12-30,1024,1036
20764,10194,OPT004,4-Zone Climate Control,2024-02-26,3060,1023
20765,10756,OPT005,Premium Sound System,2024-03-27,1209,1047
20766,10775,OPT004,Panoramic Sunroof,2024-04-22,2783,1036
20767,10004,OPT006,Harman Kardon System,2024-08-20,1401,1028
20768,10767,OPT005,All-Wheel Drive,2024-06-03,2642,1015
20769,10081,OPT007,Adaptive LED Headlights,2024-03-20,2230,1039
20770,10240,OPT009,Panoramic Sunroof,2024-02-04,2072,1040
20771,10050,OPT008,Wireless Phone Charging,2024-08-29,2999,1019
20772,10551,OPT009,4-Zone Climate Control,2024-08-10,1818,1038
20773,10665,OPT005,Panoramic Sunroof,2024-12-28,1934,1016
20774,10739,OPT010,Premium Sound System,2024-04-25,2294,1025
20775,10349,OPT008,Premium Sound System,2024-01-12,2356,1029
20776,10947,OPT009,Harman Kardon System,2024-02-02,1191,1042
20777,10077,OPT005,Navigation System,2024-10-23,3177,1014
20778,10216,OPT003,Leather Upholstery,2024-04-03,1424,1037
20779,10250,OPT007,Panoramic Sunroof,2024-06-30,1066,1044
20780,10281,OPT008,Premium Sound System,2024-06-03,1906,1029
20781,10997,OPT007,Adaptive LED Headlights,2024-12-13,1222,1021
20782,10858,OPT006,Navigation System,2024-09-23,1306,1014
20783,10316,OPT004,Wireless Phone Charging,2024-10-23,1697,1043
20784,10572,OPT004,Navigation System,2024-05-05,902,1004
20785,10952,OPT010,Wireless Phone Charging,2024-03-05,2295,1030
20786,10076,OPT003,Leather Upholstery,2024-07-08,1561,1040
20787,10875,OPT006,4-Zone Climate Control,2024-03-19,3443,1044
20788,10212,OPT006,Harman Kardon System,2024-05-28,809,1030
20789,10792,OPT007,Wireless Phone Charging,2024-05-06,3027,1040
20790,10381,OPT006,Adaptive LED Headlights,2024-04-02,3241,1005
20791,10331,OPT004,Panoramic Sunroof,2024-06-11,1707,1021
20792,10784,OPT005,4-Zone Climate Control,2024-07-11,2076,1022
20793,10655,OPT004,4-Zone Climate Control,2024-07-13,3117,1009
20794,10019,OPT008,Premium Sound System,2024-01-04,1856,1043
20795,10677,OPT002,Panoramic Sunroof,2024-04-22,2769,1031
20796,10319,OPT009,Navigation System,2024-05-03,2195,1031
20797,10323,OPT008,Adaptive LED Headlights,2024-12-18,1939,1013
20798,10917,OPT005,Leather Upholstery,2024-09-04,1367,1044
20799,10653,OPT004,Parking Assist Plus,2024-10-15,2644,1037
20800,10408,OPT009,Adaptive LED Headlights,2024-01-29,2266,1040
20801,10819,OPT002,4-Zone Climate Control,2024-04-18,1627,1018
20802,10788,OPT005,Premium Sound System,2024-06-16,886,1026
20803,10497,OPT002,Adaptive LED Headlights,2024-02-17,2653,1018
20804,10706,OPT006,Harman Kardon System,2024-09-18,3390,1041
20805,11000,OPT008,Navigation System,2024-06-17,822,1028
20806,10676,OPT009,Harman Kardon System,2024-07-28,3100,1020
20807,10133,OPT002,All-Wheel Drive,2024-08-19,3392,1015
20808,10035,OPT001,Leather Upholstery,2024-11-23,3231,1044
20809,10232,OPT008,Navigation System,2024-02-04,2529,1046
20810,10392,OPT006,4-Zone Climate Control,2024-10-19,1908,1013
20811,10201,OPT009,Wireless Phone Charging,2024-01-16,2475,1002
20812,10958,OPT003,Wireless Phone Charging,2024-03-09,1501,1038
20813,10415,OPT005,Wireless Phone Charging,2024-05-24,2719,1049
20814,10177,OPT003,All-Wheel Drive,2024-01-13,1675,1038
20815,10150,OPT005,Harman Kardon System,2024-07-15,1517,1018
20816,10580,OPT001,Harman Kardon System,2024-03-17,2819,1045
20817,10708,OPT003,Wireless Phone Charging,2024-11-03,3214,1036
20818,10902,OPT008,Navigation System,2024-09-08,2917,1042
20819,10996,OPT009,Harman Kardon System,2024-06-22,1498,1038
20820,10737,OPT002,Navigation System,2024-08-06,1823,1047
20821,10513,OPT005,Panoramic Sunroof,2024-04-02,1250,1012
20822,10892,OPT007,Leather Upholstery,2024-11-11,1470,1033
20823,10353,OPT008,Parking Assist Plus,2024-02-20,1163,1019
20824,10314,OPT004,4-Zone Climate Control,2024-04-10,906,1025
20825,10937,OPT003,Parking Assist Plus,2024-08-08,3435,1035
20826,10596,OPT001,Leather Upholstery,2024-03-16,2590,1050
20827,10868,OPT010,Premium Sound System,2024-06-06,1127,1041
20828,10883,OPT009,Navigation System,2024-11-05,3174,1021
20829,10870,OPT001,Adaptive LED Headlights,2024-01-28,2187,1021
